city,date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Ahmedabad,2022-06-18,148,3.23,25,39,29,15,78,50,16
Ahmedabad,2022-06-19,124,3.93,30,134,40,12,47,127,15
Ahmedabad,2022-06-20,107,0.23,5,20,100,6,5,88,5
Ahmedabad,2022-06-21,164,0.85,64,41,33,44,35,178,4
Ahmedabad,2022-06-22,64,0.34,11,7,71,34,137,47,13
Ahmedabad,2022-06-23,128,1.47,33,27,119,18,6,51,30
Ahmedabad,2022-06-24,151,0.53,69,52,54,68,47,98,39
Ahmedabad,2022-06-25,45,4.97,40,29,38,23,21,29,10
Ahmedabad,2022-06-26,81,0.14,60,66,122,11,78,98,18
Ahmedabad,2022-06-27,58,2.89,57,42,111,8,89,128,27
Ahmedabad,2022-06-28,171,3.8,68,86,30,19,47,70,21
Ahmedabad,2022-06-29,113,0.37,65,30,42,8,87,82,24
Ahmedabad,2022-06-30,135,2.44,67,7,180,15,44,250,6
Ahmedabad,2022-07-01,127,0.49,51,64,62,14,103,66,7
Ahmedabad,2022-07-02,18,2.68,45,43,85,9,41,59,38
Ahmedabad,2022-07-03,74,7.21,6,133,10,26,63,81,7
Ahmedabad,2022-07-04,84,1.68,29,43,22,35,39,204,12
Ahmedabad,2022-07-05,10,1.82,18,5,123,21,34,146,18
Ahmedabad,2022-07-06,134,2.0,47,70,166,19,119,11,22
Ahmedabad,2022-07-07,113,2.46,37,48,88,14,21,46,31
Ahmedabad,2022-07-08,62,5.61,60,72,20,45,47,199,4
Ahmedabad,2022-07-09,135,3.26,50,110,50,45,150,35,11
Ahmedabad,2022-07-10,83,1.98,29,19,38,23,89,77,6
Ahmedabad,2022-07-11,176,5.96,57,91,49,26,78,74,27
Ahmedabad,2022-07-12,48,1.66,14,92,174,9,17,83,22
Ahmedabad,2022-07-13,123,0.96,21,50,103,22,64,118,33
Ahmedabad,2022-07-14,54,2.57,53,13,89,35,150,64,15
Ahmedabad,2022-07-15,58,8.07,12,59,65,13,65,51,14
Ahmedabad,2022-07-16,132,2.97,7,84,10,4,29,10,5
Ahmedabad,2022-07-17,76,0.49,8,32,56,28,33,10,21
Ahmedabad,2022-07-18,187,9.96,67,26,85,10,39,99,8
Ahmedabad,2022-07-19,96,0.1,38,42,45,13,93,165,26
Ahmedabad,2022-07-20,59,8.37,39,44,23,5,21,34,26
Ahmedabad,2022-07-21,121,1.2,166,76,67,16,42,15,3
Ahmedabad,2022-07-22,123,2.21,19,59,66,15,83,11,2
Ahmedabad,2022-07-23,59,1.56,65,21,41,12,66,96,13
Ahmedabad,2022-07-24,58,3.64,14,14,18,50,90,61,2
Ahmedabad,2022-07-25,140,11.26,88,22,38,53,9,137,50
Ahmedabad,2022-07-26,136,1.21,40,36,37,28,91,250,6
Ahmedabad,2022-07-27,133,1.12,26,62,14,62,15,45,28
Ahmedabad,2022-07-28,33,2.03,21,33,19,16,20,112,19
Ahmedabad,2022-07-29,10,0.51,15,12,23,23,88,27,26
Ahmedabad,2022-07-30,49,0.83,1,32,41,5,18,60,33
Ahmedabad,2022-07-31,78,0.32,58,20,47,24,32,50,29
Ahmedabad,2022-08-01,104,3.6,59,40,28,1,6,99,17
Ahmedabad,2022-08-02,58,0.23,48,74,43,13,54,68,9
Ahmedabad,2022-08-03,101,1.14,29,5,76,52,43,70,13
Ahmedabad,2022-08-04,10,4.25,13,17,35,9,31,10,8
Ahmedabad,2022-08-05,35,2.56,56,118,10,45,28,86,16
Ahmedabad,2022-08-06,161,1.09,14,57,56,26,74,78,7
Ahmedabad,2022-08-07,105,0.84,20,67,56,4,9,81,34
Ahmedabad,2022-08-08,119,3.33,19,78,30,11,51,12,38
Ahmedabad,2022-08-09,72,0.1,54,105,25,46,13,31,8
Ahmedabad,2022-08-10,107,0.37,14,11,36,10,88,37,24
Ahmedabad,2022-08-11,28,2.73,23,99,76,72,18,99,1
Ahmedabad,2022-08-12,122,1.0,24,18,16,18,103,48,12
Ahmedabad,2022-08-13,74,0.92,12,96,88,18,5,56,10
Ahmedabad,2022-08-14,44,1.76,25,18,42,14,11,84,22
Ahmedabad,2022-08-15,10,0.81,29,12,40,38,5,108,1
Ahmedabad,2022-08-16,86,4.64,15,25,21,22,73,32,9
Ahmedabad,2022-08-17,30,2.61,14,57,62,13,28,132,30
Ahmedabad,2022-08-18,42,0.58,66,31,62,51,109,55,27
Ahmedabad,2022-08-19,58,0.1,53,33,71,16,9,12,10
Ahmedabad,2022-08-20,97,0.32,18,19,53,1,43,102,22
Ahmedabad,2022-08-21,123,1.93,5,38,61,24,34,125,43
Ahmedabad,2022-08-22,94,0.18,24,53,50,35,40,48,23
Ahmedabad,2022-08-23,78,4.51,6,55,104,18,64,39,31
Ahmedabad,2022-08-24,57,0.84,33,14,54,16,5,74,9
Ahmedabad,2022-08-25,50,1.19,48,28,27,23,27,38,2
Ahmedabad,2022-08-26,35,3.72,13,23,10,16,59,37,9
Ahmedabad,2022-08-27,82,1.82,59,44,34,16,108,51,50
Ahmedabad,2022-08-28,50,2.91,20,45,26,21,23,141,19
Ahmedabad,2022-08-29,54,0.1,70,45,47,65,150,142,8
Ahmedabad,2022-08-30,57,0.1,7,25,34,23,8,62,6
Ahmedabad,2022-08-31,68,0.15,10,15,25,2,21,49,10
Ahmedabad,2022-09-01,150,1.14,22,25,10,24,32,129,23
Ahmedabad,2022-09-02,26,1.59,7,63,15,15,10,38,24
Ahmedabad,2022-09-03,115,1.47,35,28,37,30,5,20,12
Ahmedabad,2022-09-04,86,2.6,57,21,104,28,21,20,3
Ahmedabad,2022-09-05,100,0.74,42,18,24,27,19,27,29
Ahmedabad,2022-09-06,27,5.49,5,150,10,13,67,44,2
Ahmedabad,2022-09-07,69,5.38,28,64,37,2,29,28,40
Ahmedabad,2022-09-08,83,3.53,25,38,17,12,38,91,25
Ahmedabad,2022-09-09,100,2.5,63,31,51,15,41,82,4
Ahmedabad,2022-09-10,54,7.93,29,14,17,9,8,16,5
Ahmedabad,2022-09-11,40,0.1,7,43,45,34,17,15,5
Ahmedabad,2022-09-12,115,0.23,49,45,18,10,33,39,17
Ahmedabad,2022-09-13,116,1.45,37,26,120,35,5,15,5
Ahmedabad,2022-09-14,63,0.99,48,14,28,20,21,102,13
Ahmedabad,2022-09-15,78,0.21,20,13,43,4,38,101,13
Ahmedabad,2022-09-16,87,6.54,17,66,34,21,22,58,8
Ahmedabad,2022-09-17,95,3.42,2,46,117,27,26,39,18
Ahmedabad,2022-09-18,51,2.61,20,13,72,14,32,18,18
Ahmedabad,2022-09-19,60,0.97,25,28,86,6,79,34,3
Ahmedabad,2022-09-20,75,1.78,22,12,180,32,62,100,9
Ahmedabad,2022-09-21,158,0.25,34,33,22,16,24,63,8
Ahmedabad,2022-09-22,113,1.12,18,30,29,17,44,158,10
Ahmedabad,2022-09-23,65,0.76,23,14,10,8,8,33,11
Ahmedabad,2022-09-24,29,4.56,20,35,63,11,14,20,11
Ahmedabad,2022-09-25,87,1.55,23,25,134,19,18,42,3
Ahmedabad,2022-09-26,95,0.6,16,26,54,22,47,10,8
Ahmedabad,2022-09-27,40,7.62,31,43,27,28,29,124,2
Ahmedabad,2022-09-28,73,0.24,21,15,59,28,5,88,34
Ahmedabad,2022-09-29,84,1.46,9,54,15,34,8,100,3
Ahmedabad,2022-09-30,64,1.22,37,57,69,45,48,18,5
Ahmedabad,2022-10-01,82,5.14,15,53,37,24,18,90,11
Ahmedabad,2022-10-02,96,3.2,29,33,21,6,79,63,8
Ahmedabad,2022-10-03,48,0.33,17,31,66,3,-200,34,11
Ahmedabad,2022-10-04,77,0.14,54,23,10,13,58,67,6
Ahmedabad,2022-10-05,10,0.45,45,73,11,20,48,10,19
Ahmedabad,2022-10-06,95,3.51,53,22,15,23,51,37,20
Ahmedabad,2022-10-07,90,2.49,46,17,44,20,27,69,22
Ahmedabad,2022-10-08,115,3.12,21,35,27,13,122,21,25
Ahmedabad,2022-10-09,77,1.77,19,27,10,13,12,27,19
Ahmedabad,2022-10-10,86,1.23,44,35,50,17,25,100,26
Ahmedabad,2022-10-11,108,0.72,22,30,72,26,10,115,17
Ahmedabad,2022-10-12,52,0.61,16,63,58,43,77,115,13
Ahmedabad,2022-10-13,111,5.05,88,24,52,5,41,10,2
Ahmedabad,2022-10-14,130,1.15,7,54,46,15,27,35,17
Ahmedabad,2022-10-15,56,0.1,15,30,20,1,49,110,19
Ahmedabad,2022-10-16,30,6.89,1,17,41,2,54,16,21
Ahmedabad,2022-10-17,50,1.75,21,43,23,16,80,40,11
Ahmedabad,2022-10-18,67,6.57,27,48,75,23,19,41,6
Ahmedabad,2022-10-19,44,2.72,6,23,30,18,41,54,8
Ahmedabad,2022-10-20,115,0.25,1,19,70,9,19,11,28
Ahmedabad,2022-10-21,70,0.1,24,33,30,24,39,51,5
Ahmedabad,2022-10-22,34,0.25,31,10,41,13,31,25,29
Ahmedabad,2022-10-23,147,0.84,8,9,10,5,8,109,9
Ahmedabad,2022-10-24,10,4.71,5,13,65,13,31,50,2
Ahmedabad,2022-10-25,47,0.14,16,11,92,10,11,167,9
Ahmedabad,2022-10-26,28,0.16,1,45,34,33,29,175,16
Ahmedabad,2022-10-27,86,1.24,4,18,143,42,51,55,7
Ahmedabad,2022-10-28,106,2.18,6,7,94,6,39,72,38
Ahmedabad,2022-10-29,77,1.43,20,17,86,8,72,53,20
Ahmedabad,2022-10-30,11,1.48,27,145,54,6,108,18,21
Ahmedabad,2022-10-31,49,0.72,18,43,73,16,29,66,6
Ahmedabad,2022-11-01,79,1.43,10,75,131,14,46,48,5
Ahmedabad,2022-11-02,92,2.51,44,19,92,7,48,76,23
Ahmedabad,2022-11-03,29,1.56,6,23,125,1,51,100,27
Ahmedabad,2022-11-04,47,0.78,1,112,16,32,35,111,13
Ahmedabad,2022-11-05,85,3.11,16,43,30,6,14,83,14
Ahmedabad,2022-11-06,121,2.98,9,60,20,45,27,15,8
Ahmedabad,2022-11-07,50,0.78,61,39,76,28,98,69,11
Ahmedabad,2022-11-08,44,0.2,11,8,13,10,13,98,4
Ahmedabad,2022-11-09,85,0.7,16,54,23,13,7,46,17
Ahmedabad,2022-11-10,53,0.28,32,11,32,21,20,100,14
Ahmedabad,2022-11-11,69,0.68,36,72,20,22,38,71,11
Ahmedabad,2022-11-12,135,1.76,20,32,86,7,68,146,5
Ahmedabad,2022-11-13,10,0.18,34,59,54,42,56,74,8
Ahmedabad,2022-11-14,58,1.69,41,150,60,5,47,76,28
Ahmedabad,2022-11-15,68,3.18,1,30,71,13,55,93,27
Ahmedabad,2022-11-16,52,0.21,12,75,24,8,28,57,9
Ahmedabad,2022-11-17,77,0.84,6,8,74,9,53,72,1
Ahmedabad,2022-11-18,128,2.0,38,39,87,11,31,10,25
Ahmedabad,2022-11-19,10,1.8,15,38,146,9,37,83,29
Ahmedabad,2022-11-20,121,0.1,41,11,46,9,33,28,7
Ahmedabad,2022-11-21,117,0.76,19,25,10,37,68,10,37
Ahmedabad,2022-11-22,34,1.44,67,56,47,8,71,87,19
Ahmedabad,2022-11-23,121,2.88,20,57,48,10,17,102,6
Ahmedabad,2022-11-24,27,0.3,25,150,65,9,39,149,20
Ahmedabad,2022-11-25,128,0.25,45,41,68,26,27,14,25
Ahmedabad,2022-11-26,128,0.32,20,18,53,12,37,92,15
Ahmedabad,2022-11-27,105,1.85,22,14,51,10,6,63,7
Ahmedabad,2022-11-28,21,6.76,65,44,112,8,9,20,17
Ahmedabad,2022-11-29,153,0.39,32,18,50,20,49,116,11
Ahmedabad,2022-11-30,79,0.49,14,44,100,28,32,12,20
Ahmedabad,2022-12-01,47,0.14,12,18,48,15,64,11,8
Ahmedabad,2022-12-02,19,6.87,9,42,13,10,20,249,32
Ahmedabad,2022-12-03,26,0.21,60,35,85,51,7,34,10
Ahmedabad,2022-12-04,53,2.88,4,-200,20,32,51,70,14
Ahmedabad,2022-12-05,120,0.47,23,30,37,4,93,77,18
Ahmedabad,2022-12-06,59,0.19,35,24,38,30,18,115,4
Ahmedabad,2022-12-07,70,2.0,41,65,10,9,99,33,4
Ahmedabad,2022-12-08,48,0.82,13,11,11,47,76,132,13
Ahmedabad,2022-12-09,94,2.25,64,19,115,1,32,56,32
Ahmedabad,2022-12-10,130,2.61,59,8,133,38,28,36,13
Ahmedabad,2022-12-11,102,4.63,42,15,24,9,50,45,16
Ahmedabad,2022-12-12,113,0.15,30,41,14,37,34,72,12
Ahmedabad,2022-12-13,69,0.55,27,35,16,18,148,97,6
Ahmedabad,2022-12-14,38,0.16,39,22,49,38,35,55,16
Ahmedabad,2022-12-15,141,9.45,23,28,14,41,17,15,10
Ahmedabad,2022-12-16,33,2.84,17,45,111,37,10,24,23
Ahmedabad,2022-12-17,56,1.19,27,73,66,46,10,54,1
Ahmedabad,2022-12-18,79,0.3,14,17,22,28,45,32,21
Ahmedabad,2022-12-19,100,3.2,15,12,33,16,75,40,32
Ahmedabad,2022-12-20,49,1.5,75,105,44,14,14,43,10
Ahmedabad,2022-12-21,155,4.41,36,67,29,13,5,46,7
Ahmedabad,2022-12-22,183,3.27,56,20,16,25,48,16,19
Ahmedabad,2022-12-23,161,1.9,41,34,37,15,12,145,23
Ahmedabad,2022-12-24,31,1.07,18,22,159,13,7,30,34
Ahmedabad,2022-12-25,93,0.13,23,30,26,30,55,16,3
Ahmedabad,2022-12-26,50,1.96,34,30,10,17,32,20,50
Ahmedabad,2022-12-27,100,4.71,23,26,70,9,-200,200,4
Ahmedabad,2022-12-28,107,1.72,28,9,137,7,35,33,8
Ahmedabad,2022-12-29,153,1.25,47,33,29,4,92,18,37
Ahmedabad,2022-12-30,144,3.71,13,13,51,21,18,113,50
Ahmedabad,2022-12-31,148,4.94,59,58,13,13,79,43,11
Ahmedabad,2023-01-01,58,0.14,36,50,38,38,5,49,50
Ahmedabad,2023-01-02,105,0.76,24,90,55,22,50,52,25
Ahmedabad,2023-01-03,142,5.24,101,86,53,22,9,74,19
Ahmedabad,2023-01-04,63,0.91,36,8,152,12,16,123,25
Ahmedabad,2023-01-05,10,0.83,39,26,82,3,25,27,37
Ahmedabad,2023-01-06,142,0.1,62,23,99,5,150,15,50
Ahmedabad,2023-01-07,152,1.41,37,25,57,13,70,76,7
Ahmedabad,2023-01-08,90,4.86,36,66,180,81,91,70,4
Ahmedabad,2023-01-09,45,2.61,26,10,56,42,30,51,9
Ahmedabad,2023-01-10,102,0.98,125,48,112,13,105,54,27
Ahmedabad,2023-01-11,77,3.52,69,8,29,24,20,140,6
Ahmedabad,2023-01-12,35,0.29,64,128,49,15,21,237,4
Ahmedabad,2023-01-13,220,6.37,45,63,17,64,33,152,11
Ahmedabad,2023-01-14,84,2.98,28,73,89,20,11,10,36
Ahmedabad,2023-01-15,69,3.54,52,28,35,1,82,25,8
Ahmedabad,2023-01-16,170,1.93,75,73,29,25,34,12,28
Ahmedabad,2023-01-17,185,0.36,11,71,68,5,46,108,17
Ahmedabad,2023-01-18,109,1.79,10,56,176,14,95,38,16
Ahmedabad,2023-01-19,86,1.43,48,15,19,33,46,168,50
Ahmedabad,2023-01-20,96,0.1,4,124,114,34,25,150,23
Ahmedabad,2023-01-21,102,2.9,22,11,39,29,98,70,22
Ahmedabad,2023-01-22,145,3.61,59,27,101,14,42,59,10
Ahmedabad,2023-01-23,86,0.1,21,26,35,15,48,84,12
Ahmedabad,2023-01-24,136,1.78,16,150,33,21,44,45,41
Ahmedabad,2023-01-25,85,0.8,8,82,22,10,48,26,4
Ahmedabad,2023-01-26,197,0.81,70,25,135,35,147,13,7
Ahmedabad,2023-01-27,194,0.76,26,77,98,71,45,77,21
Ahmedabad,2023-01-28,200,3.01,68,51,10,15,19,250,50
Ahmedabad,2023-01-29,249,0.1,24,6,84,12,42,56,16
Ahmedabad,2023-01-30,111,2.14,18,39,83,30,49,23,19
Ahmedabad,2023-01-31,96,3.88,42,119,41,31,36,78,3
Ahmedabad,2023-02-01,96,8.87,41,19,24,47,25,187,24
Ahmedabad,2023-02-02,80,1.68,10,66,50,12,6,57,9
Ahmedabad,2023-02-03,141,0.3,45,44,10,20,102,46,11
Ahmedabad,2023-02-04,159,2.32,23,65,57,41,118,190,16
Ahmedabad,2023-02-05,163,1.23,58,23,56,41,29,47,10
Ahmedabad,2023-02-06,187,5.96,45,115,100,6,83,39,24
Ahmedabad,2023-02-07,35,0.3,29,69,178,51,99,117,50
Ahmedabad,2023-02-08,113,6.1,47,150,22,20,46,76,14
Ahmedabad,2023-02-09,113,0.31,83,78,180,26,71,65,14
Ahmedabad,2023-02-10,212,1.73,58,58,34,14,5,145,48
Ahmedabad,2023-02-11,104,1.32,29,150,110,17,45,69,36
Ahmedabad,2023-02-12,161,7.69,48,31,10,18,47,11,32
Ahmedabad,2023-02-13,204,3.61,17,36,57,28,12,86,41
Ahmedabad,2023-02-14,71,0.83,45,69,152,41,150,250,10
Ahmedabad,2023-02-15,153,0.46,37,33,56,13,150,57,6
Ahmedabad,2023-02-16,121,2.28,36,21,38,28,20,149,8
Ahmedabad,2023-02-17,131,2.54,37,91,42,17,28,62,14
Ahmedabad,2023-02-18,152,1.71,40,8,148,21,150,136,18
Ahmedabad,2023-02-19,168,4.07,46,84,77,29,54,93,49
Ahmedabad,2023-02-20,179,3.18,58,71,180,38,47,126,6
Ahmedabad,2023-02-21,97,0.36,35,106,114,27,35,109,1
Ahmedabad,2023-02-22,111,2.84,42,6,137,57,34,53,34
Ahmedabad,2023-02-23,111,2.05,94,22,159,100,82,184,27
Ahmedabad,2023-02-24,71,11.58,35,23,90,44,106,14,8
Ahmedabad,2023-02-25,158,0.44,8,114,87,19,113,145,4
Ahmedabad,2023-02-26,103,3.9,31,41,125,33,19,122,33
Ahmedabad,2023-02-27,173,1.64,26,13,180,49,69,105,15
Ahmedabad,2023-02-28,126,2.03,65,86,12,10,33,25,17
Ahmedabad,2023-03-01,108,0.1,23,15,61,15,107,83,45
Ahmedabad,2023-03-02,143,3.69,75,33,31,59,126,98,20
Ahmedabad,2023-03-03,71,0.66,53,5,74,26,8,51,14
Ahmedabad,2023-03-04,105,0.35,15,150,11,13,75,91,25
Ahmedabad,2023-03-05,53,1.46,12,44,20,52,150,54,18
Ahmedabad,2023-03-06,114,6.18,34,45,13,87,72,83,26
Ahmedabad,2023-03-07,204,11.23,44,51,180,13,14,144,19
Ahmedabad,2023-03-08,192,5.54,55,20,49,24,35,101,50
Ahmedabad,2023-03-09,184,4.4,200,9,116,52,47,27,16
Ahmedabad,2023-03-10,10,2.45,47,150,45,30,114,46,21
Ahmedabad,2023-03-11,165,1.56,24,45,10,30,92,59,9
Ahmedabad,2023-03-12,10,-200.0,84,64,30,40,100,105,10
Ahmedabad,2023-03-13,115,15.0,10,25,66,13,63,250,31
Ahmedabad,2023-03-14,28,0.56,29,46,180,23,72,40,11
Ahmedabad,2023-03-15,234,0.1,30,28,97,36,127,140,12
Ahmedabad,2023-03-16,130,0.98,10,46,102,16,36,152,50
Ahmedabad,2023-03-17,141,3.12,56,78,97,7,47,63,16
Ahmedabad,2023-03-18,172,6.22,118,150,65,31,27,10,50
Ahmedabad,2023-03-19,46,6.19,37,26,48,22,150,28,13
Ahmedabad,2023-03-20,162,1.64,38,61,34,9,58,76,16
Ahmedabad,2023-03-21,40,6.5,200,29,35,23,5,64,50
Ahmedabad,2023-03-22,195,1.87,19,40,57,35,32,124,41
Ahmedabad,2023-03-23,51,0.69,47,134,151,47,94,83,39
Ahmedabad,2023-03-24,155,14.54,15,23,13,76,32,250,18
Ahmedabad,2023-03-25,123,1.58,24,9,180,15,15,152,31
Ahmedabad,2023-03-26,143,1.88,23,41,136,25,11,23,35
Ahmedabad,2023-03-27,126,6.04,1,94,132,9,13,192,50
Ahmedabad,2023-03-28,78,3.62,25,150,31,27,45,24,15
Ahmedabad,2023-03-29,36,9.31,84,56,162,10,88,26,11
Ahmedabad,2023-03-30,22,0.66,23,48,87,56,42,48,17
Ahmedabad,2023-03-31,115,4.21,42,31,87,20,38,142,3
Ahmedabad,2023-04-01,10,0.67,18,96,127,53,104,243,37
Ahmedabad,2023-04-02,256,5.25,98,5,21,24,97,154,38
Ahmedabad,2023-04-03,97,0.24,65,82,75,25,33,43,25
Ahmedabad,2023-04-04,239,0.43,7,100,180,80,29,63,14
Ahmedabad,2023-04-05,287,0.11,40,41,43,55,78,235,28
Ahmedabad,2023-04-06,300,2.46,110,63,48,29,86,126,11
Ahmedabad,2023-04-07,241,0.18,15,16,96,71,40,145,15
Ahmedabad,2023-04-08,264,1.47,105,124,66,67,41,11,31
Ahmedabad,2023-04-09,81,3.87,74,137,34,24,14,187,24
Ahmedabad,2023-04-10,52,1.59,57,150,107,64,42,99,6
Ahmedabad,2023-04-11,127,1.12,86,89,74,46,91,25,35
Ahmedabad,2023-04-12,158,1.39,13,37,14,32,37,22,21
Ahmedabad,2023-04-13,136,0.9,44,34,105,20,53,134,47
Ahmedabad,2023-04-14,118,1.61,40,52,67,16,105,14,16
Ahmedabad,2023-04-15,52,9.94,64,150,153,5,45,149,35
Ahmedabad,2023-04-16,142,3.11,68,63,144,79,28,80,43
Ahmedabad,2023-04-17,89,11.99,22,108,10,11,54,200,9
Ahmedabad,2023-04-18,66,7.24,23,110,156,26,33,107,41
Ahmedabad,2023-04-19,95,3.55,11,15,30,41,44,19,3
Ahmedabad,2023-04-20,166,3.29,13,69,147,17,132,31,33
Ahmedabad,2023-04-21,260,1.06,16,97,23,50,57,185,26
Ahmedabad,2023-04-22,75,2.51,22,11,85,68,89,42,28
Ahmedabad,2023-04-23,235,0.17,20,130,107,22,71,107,10
Ahmedabad,2023-04-24,111,0.54,91,62,79,45,23,247,15
Ahmedabad,2023-04-25,46,2.15,43,56,180,27,48,51,17
Ahmedabad,2023-04-26,235,4.31,33,74,40,68,39,81,22
Ahmedabad,2023-04-27,171,5.88,45,40,180,28,150,37,7
Ahmedabad,2023-04-28,110,0.73,33,19,21,27,71,74,25
Ahmedabad,2023-04-29,179,8.98,19,100,71,21,77,39,50
Ahmedabad,2023-04-30,35,2.71,56,89,152,42,145,250,50
Ahmedabad,2023-05-01,152,0.34,62,19,63,35,43,76,22
Ahmedabad,2023-05-02,24,2.0,41,40,75,19,29,118,25
Ahmedabad,2023-05-03,120,3.25,86,20,31,2,67,99,15
Ahmedabad,2023-05-04,16,2.13,12,150,24,10,27,10,29
Ahmedabad,2023-05-05,226,6.45,12,103,111,14,44,133,41
Ahmedabad,2023-05-06,131,1.11,58,30,10,28,32,42,5
Ahmedabad,2023-05-07,79,9.47,49,62,148,15,83,102,13
Ahmedabad,2023-05-08,75,0.1,152,80,49,28,53,72,18
Ahmedabad,2023-05-09,126,3.75,29,74,52,17,19,69,36
Ahmedabad,2023-05-10,169,14.1,53,62,49,76,150,11,21
Ahmedabad,2023-05-11,215,3.46,12,141,148,64,8,119,22
Ahmedabad,2023-05-12,177,10.82,144,51,39,17,69,41,43
Ahmedabad,2023-05-13,99,8.38,23,44,114,20,65,10,21
Ahmedabad,2023-05-14,187,2.76,27,107,21,52,10,74,42
Ahmedabad,2023-05-15,87,0.5,147,41,54,7,25,22,30
Ahmedabad,2023-05-16,73,1.46,77,14,180,36,12,73,25
Ahmedabad,2023-05-17,194,1.72,69,98,65,23,53,159,50
Ahmedabad,2023-05-18,209,10.18,26,49,77,45,84,115,7
Ahmedabad,2023-05-19,121,10.66,19,76,22,20,129,105,24
Ahmedabad,2023-05-20,91,5.12,129,140,180,21,5,26,26
Ahmedabad,2023-05-21,121,0.1,30,50,10,27,97,10,21
Ahmedabad,2023-05-22,99,2.65,7,137,55,8,27,10,19
Ahmedabad,2023-05-23,88,7.11,27,44,81,57,115,56,43
Ahmedabad,2023-05-24,134,4.9,85,64,104,49,13,111,50
Ahmedabad,2023-05-25,99,6.26,31,88,32,15,45,56,30
Ahmedabad,2023-05-26,10,5.09,94,75,17,6,38,107,50
Ahmedabad,2023-05-27,125,3.64,36,47,73,5,49,77,6
Ahmedabad,2023-05-28,233,7.11,7,39,48,10,60,135,34
Ahmedabad,2023-05-29,220,1.18,15,13,148,22,22,108,50
Ahmedabad,2023-05-30,124,2.93,81,150,30,4,42,25,20
Ahmedabad,2023-05-31,45,1.17,62,40,47,11,77,64,50
Ahmedabad,2023-06-01,77,1.63,91,93,132,4,65,27,7
Ahmedabad,2023-06-02,275,5.63,12,57,39,72,50,53,10
Ahmedabad,2023-06-03,219,7.63,47,31,44,10,19,69,19
Ahmedabad,2023-06-04,62,1.93,90,51,132,48,17,76,19
Ahmedabad,2023-06-05,199,3.35,21,30,16,12,58,70,25
Ahmedabad,2023-06-06,123,1.11,60,116,103,49,33,198,12
Ahmedabad,2023-06-07,85,1.44,34,14,147,13,96,211,48
Ahmedabad,2023-06-08,136,2.28,53,132,20,100,42,29,46
Ahmedabad,2023-06-09,117,0.15,17,26,16,15,18,96,21
Ahmedabad,2023-06-10,219,9.42,26,98,180,11,17,81,2
Ahmedabad,2023-06-11,149,3.84,24,48,23,33,76,187,36
Ahmedabad,2023-06-12,69,0.31,26,47,142,18,90,146,29
Ahmedabad,2023-06-13,126,0.6,189,80,38,41,11,62,27
Ahmedabad,2023-06-14,92,2.29,84,45,131,43,24,45,17
Ahmedabad,2023-06-15,10,3.28,13,66,10,18,16,99,20
Ahmedabad,2023-06-16,141,1.66,21,13,85,44,22,32,50
Ahmedabad,2023-06-17,111,2.28,55,108,102,48,39,57,18
Ahmedabad,2023-06-18,174,1.62,2,41,68,21,40,16,40
Ahmedabad,2023-06-19,109,2.84,35,57,24,24,-200,60,3
Ahmedabad,2023-06-20,150,1.11,10,83,178,27,23,18,6
Ahmedabad,2023-06-21,37,1.14,76,69,88,13,12,66,14
Ahmedabad,2023-06-22,48,1.65,20,43,76,7,25,106,26
Ahmedabad,2023-06-23,89,1.87,8,28,75,13,76,44,50
Ahmedabad,2023-06-24,57,0.69,27,88,180,25,12,59,20
Ahmedabad,2023-06-25,121,5.36,57,96,52,79,8,21,2
Ahmedabad,2023-06-26,137,1.28,78,46,133,18,21,113,8
Ahmedabad,2023-06-27,125,0.45,13,19,26,15,68,76,20
Ahmedabad,2023-06-28,131,4.89,73,76,51,16,88,34,16
Ahmedabad,2023-06-29,66,1.36,27,24,35,10,51,41,6
Ahmedabad,2023-06-30,78,2.07,23,58,54,6,47,15,18
Ahmedabad,2023-07-01,157,0.96,43,57,23,36,63,22,38
Ahmedabad,2023-07-02,38,2.15,17,62,32,3,5,11,44
Ahmedabad,2023-07-03,181,1.57,43,27,149,31,16,16,23
Ahmedabad,2023-07-04,174,0.62,14,26,50,9,72,30,8
Ahmedabad,2023-07-05,72,3.03,17,33,17,16,74,37,17
Ahmedabad,2023-07-06,133,2.01,52,87,123,14,7,104,9
Ahmedabad,2023-07-07,203,1.77,10,12,22,18,28,42,32
Ahmedabad,2023-07-08,71,3.18,31,52,13,31,61,79,10
Ahmedabad,2023-07-09,127,1.45,15,44,83,16,37,49,2
Ahmedabad,2023-07-10,59,1.79,23,22,17,12,77,92,25
Ahmedabad,2023-07-11,58,0.1,45,27,45,13,45,144,22
Ahmedabad,2023-07-12,53,0.88,40,41,59,23,40,135,20
Ahmedabad,2023-07-13,50,0.92,46,26,27,6,54,236,14
Ahmedabad,2023-07-14,58,5.84,36,17,45,22,19,10,5
Ahmedabad,2023-07-15,170,6.69,37,78,81,33,20,79,24
Ahmedabad,2023-07-16,215,2.87,28,59,93,16,17,32,40
Ahmedabad,2023-07-17,112,1.13,10,39,24,17,17,96,9
Ahmedabad,2023-07-18,136,0.26,20,116,33,1,27,74,12
Ahmedabad,2023-07-19,46,0.27,49,39,48,16,-200,66,43
Ahmedabad,2023-07-20,58,1.11,39,72,92,12,39,139,16
